,review_index,date,review,rating,status,length,label,language,scores,compound,sentiment
6659,4299,2020-10-01,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6660,4300,2020-10-01,thank you very much Dr/Charles  ,5,completer,32,pos,en,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,pos
6661,4301,2020-10-01,very good,5,completer,9,pos,af,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
6662,4302,2020-10-01,nice,5,completer,4,pos,pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
6663,4303,2020-10-01,Perfect for getting started on programming! ,5,completer,44,pos,en,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6114}",0.6114,pos
6664,4304,2020-10-01,"This was an excellent course for teaching me the basics of python at a comfortable pace that was digestible enough for me to come away with just the right amount of key takeaways from each lesson.The assignments also presented just enough of a challenge each time to really hammer in my understanding of the previous lesson, without making me feel overwhelmed and lost.I think most importantly, this course has me eager to keep learning! I can't wait to jump into Part 2!",5,completer,471,pos,en,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.9167}",0.9167,pos
6665,4305,2020-10-01,Really liked the way professor was Teaching,5,completer,43,pos,en,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.4754}",0.4754,pos
6666,4306,2020-10-01,nice and short,5,completer,14,pos,en,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,pos
6667,4307,2020-10-01,great course,5,completer,12,pos,en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
6668,4308,2020-10-01,Best for beginners,5,completer,18,pos,no,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,pos
6669,4309,2020-10-01,Very useful and Nice explanation,5,completer,32,pos,en,"{'neg': 0.0, 'neu': 0.324, 'pos': 0.676, 'compound': 0.7397}",0.7397,pos
6670,4310,2020-10-01,This is a must when you want to learn python and you have no background.,5,completer,72,pos,en,"{'neg': 0.142, 'neu': 0.774, 'pos': 0.084, 'compound': -0.2263}",-0.2263,neg
6671,4310,2020-10-01,"Moreover, the teacher is the best.",5,completer,34,pos,en,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,pos
6672,4311,2020-10-01,Fun and entertaining yet also informative course.,5,completer,49,pos,en,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.7351}",0.7351,pos
6673,4311,2020-10-01,Easy to follow yet gives basic understanding of python which is useful in all aspects in life.,5,completer,94,pos,en,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.7003}",0.7003,pos
6674,4311,2020-10-01,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6675,4312,2020-10-01,I really enjoyed this course.,5,completer,29,pos,en,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5563}",0.5563,pos
6676,4312,2020-10-01,Professor explains in very easy way.,5,completer,36,pos,en,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4927}",0.4927,pos
6677,4312,2020-10-01,"I am novice in programming, but found that I can do it.",5,completer,55,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6678,4312,2020-10-01,Thank you for this excellent course.,5,completer,36,pos,en,"{'neg': 0.0, 'neu': 0.368, 'pos': 0.632, 'compound': 0.783}",0.783,pos
6679,4313,2020-10-01,"So cool, i'm very happy",5,completer,23,pos,en,"{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.764}",0.764,pos
6680,4314,2020-10-01,Excellent work.,5,completer,15,pos,nl,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
6681,4315,2020-10-01,"Awesome, even though I'm using java but this was great.",5,completer,55,pos,en,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.8481}",0.8481,pos
6682,4316,2020-10-01,This  is the ideal course for a beginner.,5,completer,41,pos,en,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.5267}",0.5267,pos
6683,4316,2020-10-01,As I already knew the basics of C programming some of the concepts was already clear to me.,5,completer,91,pos,en,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.3818}",0.3818,pos
6684,4316,2020-10-01,Still I would recommend this course if you already know another programming language and trying to learn python.,5,completer,112,pos,en,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",0.3612,pos
6685,4316,2020-10-01,However in that case you will be able to complete the course early.,5,completer,67,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6686,4317,2020-10-01,wonderful course and instructor.,5,completer,32,pos,en,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,pos
6687,4318,2020-09-30,This is my first online course.A very friendly course for programming beginners.,5,completer,80,pos,en,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.5413}",0.5413,pos
6688,4318,2020-09-30,Highly recommended! Professor is great and inspiring.,5,completer,53,pos,en,"{'neg': 0.0, 'neu': 0.301, 'pos': 0.699, 'compound': 0.8513}",0.8513,pos
6689,4319,2020-09-30,Good,4,completer,4,pos,so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
6690,4320,2020-09-30,Thank You,5,completer,9,pos,en,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
6691,4321,2020-09-30,I really liked it.,4,completer,18,pos,en,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.4754}",0.4754,pos
6692,4321,2020-09-30,The optional videos are a little extra but the content of the course is great,4,completer,77,pos,en,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.7684}",0.7684,pos
6693,4322,2020-09-30,Basics are thoroughly explained ,5,dropout,32,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6694,4323,2020-09-30,The Course is great but I would add more coding exercise examples,4,completer,65,pos,en,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.3716}",0.3716,pos
6695,4324,2020-09-30,Great course! Hits the basic information a newbie should know.,5,completer,62,pos,en,"{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.6588}",0.6588,pos
6696,4325,2020-09-30,It was very detailed and explained in a simple way.,5,completer,51,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6697,4325,2020-09-30,Any can learn python from here without any difficulties.,5,completer,56,pos,en,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.2235}",0.2235,pos
6698,4326,2020-09-30,THE BEST ONLINE COURSE I HAVE EVER ATTENDED,5,completer,43,pos,en,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,pos
6699,4327,2020-09-30,i had  always a fear to learn any language.,5,completer,43,pos,en,"{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neg
6700,4327,2020-09-30,The way of teaching is too good.,5,completer,32,pos,en,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,pos
6701,4327,2020-09-30,I have got rid of that fear.,5,completer,28,pos,en,"{'neg': 0.39, 'neu': 0.61, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neg
6702,4327,2020-09-30,Very excited yo learn more and more in order to groom my skills as well as advance my carrier.,5,completer,94,pos,en,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.5849}",0.5849,pos
6703,4327,2020-09-30,"Thanks Coursera  and also the Professor Charles Severance, you are amazing!!",5,completer,76,pos,en,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.8065}",0.8065,pos
6704,4328,2020-09-30,I had a great experience so far.,5,completer,32,pos,en,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,pos
6705,4329,2020-09-30,I do recommend this course to beginner in python ,5,completer,49,pos,en,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,pos
6706,4330,2020-09-30,It was really good,5,completer,18,pos,en,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",0.4927,pos
6707,4331,2020-09-30,"very useful for me nice job , thanks dr.chunk",5,completer,45,pos,en,"{'neg': 0.0, 'neu': 0.36, 'pos': 0.64, 'compound': 0.8357}",0.8357,pos
6708,4332,2020-09-30,nice,5,completer,4,pos,pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
6709,4333,2020-09-30,basics will be thought,5,completer,22,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6710,4334,2020-09-30,It was very clear and understandable for begginer :) really easy :),5,completer,67,pos,en,"{'neg': 0.0, 'neu': 0.398, 'pos': 0.602, 'compound': 0.9019}",0.9019,pos
6711,4335,2020-09-30,It was really good course.,5,completer,26,pos,en,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",0.4927,pos
6712,4336,2020-09-30,very good course .easily explain,5,completer,32,pos,en,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.7056}",0.7056,pos
6713,4337,2020-09-30,Easy to understand,5,completer,18,pos,en,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
6714,4338,2020-09-30,it waz very usefull course,5,completer,26,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6715,4339,2020-09-30,"i really love it! Blastoff!You are so much better teacher than most of lecturer in my college, Mr. Severance!",5,completer,109,pos,en,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.8607}",0.8607,pos
6716,4340,2020-09-30,I had not recieved certificate of my name although profile is of my name,1,completer,72,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6717,4341,2020-09-30,ALL OK .,4,completer,8,pos,en,"{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.296}",0.296,pos
6718,4341,2020-09-30,BUT NEED MORE EXAMPLE FOR PRACTICE.,4,completer,35,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6719,4342,2020-09-30,Good and helpful ,5,completer,17,pos,en,"{'neg': 0.0, 'neu': 0.149, 'pos': 0.851, 'compound': 0.6908}",0.6908,pos
6720,4343,2020-09-30,I have learnt a lot about this basic python.,5,completer,44,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6721,4343,2020-09-30,Thanks coursera for this platform.,5,completer,34,pos,en,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,pos
6722,4343,2020-09-30,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6723,4344,2020-09-30,Very beautifully taught.,5,completer,24,pos,en,"{'neg': 0.0, 'neu': 0.334, 'pos': 0.666, 'compound': 0.6115}",0.6115,pos
6724,4344,2020-09-30,I gained basic python programming knowledge quite easily.,5,completer,57,pos,en,"{'neg': 0.0, 'neu': 0.486, 'pos': 0.514, 'compound': 0.6478}",0.6478,pos
6725,4344,2020-09-30,The lecturer is fun and encourages students to want to learn more.,5,completer,66,pos,en,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.7579}",0.7579,pos
6726,4344,2020-09-30,"In general, it was an awesome learning experience.",5,completer,50,pos,en,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249,pos
6727,4345,2020-09-30,"A bit short, but informative course!",5,completer,36,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6728,4346,2020-09-30,great course,5,completer,12,pos,en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
6729,4347,2020-09-30,I loved this course.,5,completer,20,pos,en,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,pos
6730,4347,2020-09-30,Thank you so much.,5,completer,18,pos,en,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,pos
6731,4348,2020-09-30,Informative and useful course,5,completer,29,pos,en,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,pos
6732,4349,2020-09-30,Excellent Course...! Course content and Course flow is right up to the mark for beginners and persons like me who are totally newbie for Python and are not having background in Computer Science.,5,completer,194,pos,en,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.7574}",0.7574,pos
6733,4349,2020-09-30,Dr. Chuck is Outstanding.,5,completer,25,pos,en,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6124}",0.6124,pos
6734,4349,2020-09-30,The way he designed this course and explains everything is way better then any course taught online for python beginners.,5,completer,121,pos,en,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,pos
6735,4349,2020-09-30,I am highly satisfied with it.,5,completer,30,pos,en,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.4754}",0.4754,pos
6736,4350,2020-09-30,useful,5,completer,6,pos,ro,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
6737,4351,2020-09-30,Simple and easy to understand for everybody,5,completer,43,pos,en,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,pos
6738,4352,2020-09-30,Great Course!,5,completer,13,pos,en,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.6588}",0.6588,pos
6739,4353,2020-09-30,very good course,5,completer,16,pos,en,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,pos
6740,4354,2020-09-30,It was great!,5,completer,13,pos,en,"{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.6588}",0.6588,pos
6741,4355,2020-09-30,I really enjoyed the course and it was well planned and quite engaging.,5,completer,71,pos,en,"{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.8119}",0.8119,pos
6742,4356,2020-09-30,A great course on the basics and functioning logic of python.,5,completer,61,pos,en,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0.6249,pos
6743,4356,2020-09-30,"The Instructor does provide good insight and examples on how everything works in detail out and thus, the material to learn seems quite easy.",5,completer,141,pos,en,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.7264}",0.7264,pos
6744,4356,2020-09-30,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6745,4357,2020-09-30,"amazing course with great faculty,,,",5,completer,36,pos,en,"{'neg': 0.0, 'neu': 0.275, 'pos': 0.725, 'compound': 0.836}",0.836,pos
6746,4358,2020-09-30,It is very interesting course.I Gain lot of things from this course.,5,completer,68,pos,en,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.7688}",0.7688,pos
6747,4359,2020-09-30,That`s awesome.,5,completer,15,pos,en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
6748,4359,2020-09-30,Even for non-american students (I am from Ukraine),5,completer,50,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6749,4360,2020-09-30,good,5,completer,4,pos,so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
6750,4361,2020-09-30,"This is the best learning platform especially for beginners, we never get bored by teaching of Dr.Chuck  and this is my first online course a wonderful experience :-)Thank you!",5,completer,176,pos,en,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.8752}",0.8752,pos
6751,4362,2020-09-30,Good Teacher Thank Coursera,4,completer,27,pos,en,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.6597}",0.6597,pos
6752,4363,2020-09-30,I am standard IV studentFor me this course is very helpful to understandThank you very muchDr. Chuck,5,completer,100,pos,en,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.4754}",0.4754,pos
6753,4364,2020-09-30,This is an awesome starting point for anyone embarking on the journey of code.,5,completer,78,pos,en,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6249}",0.6249,pos
6754,4365,2020-09-30,give nice basic idea of python ,5,completer,31,pos,en,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.4215,pos
6755,4366,2020-09-30,Good for new learners of python ,4,completer,32,pos,en,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,pos
6756,4367,2020-09-30,"This course made me more confident while solving assignments, video lectures are very helpful and basic concepts of python are explained very well",4,completer,146,pos,en,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.892}",0.892,pos
6757,4368,2020-09-30,Great initial python course,5,completer,27,pos,en,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,pos
6758,4369,2020-09-30,"

This course is very practical and good for beginners in Python, it explains the basics with ease and the test is a way to reinforce the concepts.",5,completer,147,pos,en,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.6872}",0.6872,pos
6759,4369,2020-09-30, ,5,completer,1,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6760,4370,2020-09-30,Very good course,5,completer,16,pos,en,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,pos
6761,4371,2020-09-30,It was Fun throughout the course journey!,4,completer,41,pos,en,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.5562}",0.5562,pos
6762,4372,2020-09-30,very easy and helpful,5,completer,21,pos,en,"{'neg': 0.0, 'neu': 0.242, 'pos': 0.758, 'compound': 0.7397}",0.7397,pos
6763,4373,2020-09-30,Super helpful! Super easy and encouraging to get started for all beginners without any experience in python / computer science!,5,completer,127,pos,en,"{'neg': 0.0, 'neu': 0.445, 'pos': 0.555, 'compound': 0.9551}",0.9551,pos
6764,4374,2020-09-30,Great Course for beginners to start their career in Python and Data Science.,4,completer,76,pos,en,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.6249}",0.6249,pos
6765,4374,2020-09-30, The course is all about basic topics that each individual should get hands-on when they're new to Python Programming.,4,completer,118,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6766,4374,2020-09-30,And one of the advantages is that no prerequisites are required to get into the course anybody who wanted to develop their skills and interested in learning a new skill apart of their daily routine can opt for the course.,4,completer,221,pos,en,"{'neg': 0.051, 'neu': 0.829, 'pos': 0.12, 'compound': 0.4588}",0.4588,pos
6767,4374,2020-09-30,"All the topics/lessons from the course were greatly taught by Charles Severance, mentor for the course.",4,completer,103,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6768,4374,2020-09-30,Each of them was explained clearly with relevant examples and exercises to work on.,4,completer,83,pos,en,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}",0.4019,pos
6769,4374,2020-09-30,I definitely recommend opting for this course.,4,completer,46,pos,en,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.6369}",0.6369,pos
6770,4375,2020-09-30,super,5,completer,5,pos,it,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.5994,pos
6771,4376,2020-09-30,interesting,5,completer,11,pos,no,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,pos
6772,4377,2020-09-30,experience like a real tutor beside us,4,completer,38,pos,en,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,pos
6773,4378,2020-09-30,Excellent course Thank you,5,completer,26,pos,en,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.7351}",0.7351,pos
6774,4379,2020-09-30,The instructor was great and the course was easy to learn.,5,completer,58,pos,en,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.7906}",0.7906,pos
6775,4379,2020-09-30,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6776,4380,2020-09-30,Awesome content.,5,completer,16,pos,en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
6777,4380,2020-09-30,This course helped me to learn python easily.,5,completer,45,pos,en,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.34}",0.34,pos
6778,4380,2020-09-30,Assignments are designed in such a way that they provide a good practice.,5,completer,73,pos,en,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,pos
6779,4381,2020-09-30,Enjoyed Learning Python with a great instructor and great course outline.,5,completer,73,pos,en,"{'neg': 0.0, 'neu': 0.378, 'pos': 0.622, 'compound': 0.91}",0.91,pos
6780,4381,2020-09-30,Thank your Dr. Charles and Coursera.,5,completer,36,pos,en,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,pos
6781,4382,2020-09-30,nice course,5,completer,11,pos,fr,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
6782,4383,2020-09-30,"Dr Chuck is a great teacher, the content of the course is what i needed.",5,completer,72,pos,en,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.6249}",0.6249,pos
6783,4383,2020-09-30,I'll take the nexto course,5,completer,26,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6784,4384,2020-09-30,nice,5,completer,4,pos,pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
6785,4385,2020-09-30,thnx it was good experience to built a careear,5,completer,46,pos,en,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,pos
6786,4386,2020-09-30,One of the best courses i have ever taken and the mentor is really great at what he does.Thank you!,5,completer,99,pos,en,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.8716}",0.8716,pos
6787,4387,2020-09-30,"I really loved the course and the instructor, also it was a good start for me to start learning Python programming language with this course!",5,completer,141,pos,en,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.8118}",0.8118,pos
6788,4388,2020-09-30,it is really helpul.,4,completer,20,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6789,4388,2020-09-30,i liked the teaching and assignments.,4,completer,37,pos,en,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,pos
6790,4389,2020-09-30,It was insightful and brilliant.,4,completer,32,pos,en,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.5859}",0.5859,pos
6791,4390,2020-09-30,this course is easy to understand and anybody can learn from this weather they are knowing or not knowing python ,5,completer,113,pos,en,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,pos
6792,4391,2020-09-30,one of the best instructor to learn python,5,completer,42,pos,en,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,pos
6793,4392,2020-09-30,An excellent teacher with a good organized material,5,completer,51,pos,en,"{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.765}",0.765,pos
6794,4393,2020-09-30,nice,5,completer,4,pos,pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
6795,4394,2020-09-30,This is an excellent course to start learning Python.,5,completer,53,pos,en,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}",0.5719,pos
6796,4394,2020-09-30,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6797,4395,2020-09-30,best course on coursera,5,completer,23,pos,fr,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,pos
6798,4396,2020-09-30,"Very good introduction to python, for beginner programmers and people who are new to python specifically.",5,completer,105,pos,en,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4927}",0.4927,pos
6799,4397,2020-09-29,One of the best course.,5,completer,23,pos,en,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,pos
6800,4397,2020-09-29,Anyone can learn programming through this video lecture series.It's simple easy and conceptual.,5,completer,95,pos,en,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,pos
6801,4398,2020-09-29,excellent!,5,completer,10,pos,ca,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6114}",0.6114,pos
6802,4399,2020-09-29,"I loved this course, it was very fun and the teacher explained the concepts very well and spontianously",5,completer,103,pos,en,"{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.8716}",0.8716,pos
6803,4400,2020-09-29,"If this course could explain more details, and teach step by step will more help",4,completer,80,pos,en,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4576}",0.4576,pos
6804,4401,2020-09-29,Well its very nice to have such a programming class in short duration and very good experienced teachers.,5,completer,105,pos,en,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8119}",0.8119,pos
6805,4401,2020-09-29,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6806,4402,2020-09-29,Very usefull and essential as SE,5,completer,32,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
6807,4403,2020-09-29,Great introductory course to Python programming.,5,completer,48,pos,en,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,pos
6808,4403,2020-09-29,Dr. Chuck does a fantastic job getting you in the mindset of a programming & helping you understand how computers respond to code.,5,completer,130,pos,en,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.7003}",0.7003,pos
6809,4404,2020-09-29,Easy to understand and interact ,5,completer,32,pos,en,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,pos
