,date,review,rating,status,length,label,language_score,language,scores,compound,sentiment
3996,2020-10-08,got to learn a whole lot of things by doing this course,5,completer,55,pos,"{'language': 'en', 'score': 0.9999968058621864}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3997,2020-10-08,"ItÂ´s a great course, very intuitive and the teacher is a great professor ",4,completer,74,pos,"{'language': 'en', 'score': 0.9999982770534429}",en,"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.8481}",0.8481,pos
3998,2020-10-08,I learned a lot! Thanks :),5,completer,26,pos,"{'language': 'en', 'score': 0.9999961011424403}",en,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.7345}",0.7345,pos
3999,2020-10-08,Very nice course,5,completer,16,pos,"{'language': 'en', 'score': 0.9999950992655143}",en,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.4754}",0.4754,pos
4000,2020-10-08,nice hope Charles sir gonna come up with more useful Coursera courses. been a great experience,5,completer,94,pos,"{'language': 'en', 'score': 0.9999970927631242}",en,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.9184}",0.9184,pos
4001,2020-10-08,"This was an absolutely wonderful online experience, thank you for the opportunity.",5,completer,82,pos,"{'language': 'en', 'score': 0.9999969924233588}",en,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.8516}",0.8516,pos
4002,2020-10-08,"  I haven't had a lot of other online courses, but this one seems to be a very good introduction to learning a new programming language. It's mostly for beginners who are new to programming in general. That's why I had to speed up the playback, because I've been doing development in other languages for quite a long time by now. And that's convenient, the fact that you can turn on captions for the video you're watching or see subtitles below is very nice. Also, excercises are probably the most important part. I liked the way they were organised.Thank you Dr Chuck and many thanks to the Coursera Team  ",5,completer,607,pos,"{'language': 'en', 'score': 0.999995260396962}",en,"{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.9639}",0.9639,pos
4003,2020-10-08,Dr. Severance is just brilliant in enforcing basic concepts of Python.,5,completer,70,pos,"{'language': 'en', 'score': 0.9999941487112355}",en,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.5859}",0.5859,pos
4004,2020-10-08,best,5,completer,4,pos,"{'language': 'af', 'score': 0.9999930187105386}",af,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",0.6369,pos
4005,2020-10-08,Great for beginners in programming and people looking to learn python with no prior knowledge.,5,completer,94,pos,"{'language': 'en', 'score': 0.99999604359932}",en,"{'neg': 0.114, 'neu': 0.674, 'pos': 0.212, 'compound': 0.4404}",0.4404,pos
4006,2020-10-08,an excellent course to those who want to learn programming,5,completer,58,pos,"{'language': 'en', 'score': 0.9999967028889274}",en,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.6124}",0.6124,pos
4007,2020-10-08,nice,5,completer,4,pos,"{'language': 'pl', 'score': 0.9999967696505625}",pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
4008,2020-10-08,I learn much thing through this class and I will go to the next step of Python,5,completer,78,pos,"{'language': 'en', 'score': 0.999995520666907}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
4009,2020-10-08,"It's fine for programmers who want to learn basics of Python, or just as a review course for people who started Python some time ago, or wrote code in Python 2 or something. If you are a begginer, not really recommended.",3,completer,220,neu,"{'language': 'en', 'score': 0.999997248241886}",en,"{'neg': 0.045, 'neu': 0.877, 'pos': 0.078, 'compound': 0.075}",0.075,pos
4010,2020-10-08,More than a perfect experience. Thank you all!,5,completer,46,pos,"{'language': 'en', 'score': 0.9999957205227304}",en,"{'neg': 0.0, 'neu': 0.425, 'pos': 0.575, 'compound': 0.7763}",0.7763,pos
4011,2020-10-08,I wish everything was explained this well and this clearly. Very good job Dr. Chuck. As good as it gets.,5,completer,104,pos,"{'language': 'en', 'score': 0.999996681217828}",en,"{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.9211}",0.9211,pos
4012,2020-10-08,well defined course material with good presentation,5,completer,51,pos,"{'language': 'en', 'score': 0.9999952470753615}",en,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.6124}",0.6124,pos
4013,2020-10-08,Thanks coursera for giving such good courses. It was great learning in coursera. Would highly recommend everyone ,5,completer,113,pos,"{'language': 'en', 'score': 0.9999960136426582}",en,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.9336}",0.9336,pos
4014,2020-10-08,It was very interesting  and i enjoyed the session.will take more courses here.,5,completer,79,pos,"{'language': 'en', 'score': 0.9999969396925105}",en,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.762}",0.762,pos
4015,2020-10-08,The instructor is very marvelous.,5,completer,33,pos,"{'language': 'en', 'score': 0.9999976902160097}",en,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6361}",0.6361,pos
4016,2020-10-08,good course for beginner,5,completer,24,pos,"{'language': 'en', 'score': 0.9999956339645782}",en,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,pos
4017,2020-10-08,"Excellent tutorials , Each sample example made the learning very easy.",5,completer,70,pos,"{'language': 'en', 'score': 0.9999993588927574}",en,"{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.7841}",0.7841,pos
4018,2020-10-08,good guidance,5,completer,13,pos,"{'language': 'so', 'score': 0.9999964225557127}",so,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
4019,2020-10-08,Best Course so far!,5,completer,19,pos,"{'language': 'fr', 'score': 0.9999944031945869}",fr,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.6696}",0.6696,pos
4020,2020-10-08,"I took python course before so I kind of know a little bit, this course is focusing on theories rather than practical which is expected when you learn programming languages. so it's not for everyone or and when how wants to start programming..",3,completer,243,neu,"{'language': 'en', 'score': 0.9999984124660259}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
4021,2020-10-08,Amazing!,5,completer,8,pos,"{'language': 'tl', 'score': 0.7142816185023466}",tl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6239}",0.6239,pos
4022,2020-10-08,I learn a lot  from this course.,5,completer,32,pos,"{'language': 'en', 'score': 0.9999955581254173}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
4023,2020-10-08,Nice And interacting,5,completer,20,pos,"{'language': 'en', 'score': 0.9999956411638227}",en,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,pos
4024,2020-10-08,It is one of the good course from excellent teachers,5,completer,52,pos,"{'language': 'en', 'score': 0.9999971964466905}",en,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.765}",0.765,pos
4025,2020-10-08,Very good course to start learning python,5,completer,41,pos,"{'language': 'en', 'score': 0.9999963536202015}",en,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}",0.4927,pos
4026,2020-10-08,Solid Python foundation with easy to understand concepts.,5,completer,57,pos,"{'language': 'en', 'score': 0.9999983537530084}",en,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.5423}",0.5423,pos
4027,2020-10-08,excellent,5,completer,9,pos,"{'language': 'ca', 'score': 0.9999932825696332}",ca,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,pos
4028,2020-10-07,qefqf,5,completer,5,pos,"{'language': 'sq', 'score': 0.9999967128798071}",sq,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
4029,2020-10-07,This course helped me in building my basic blocks for coding in python.,5,completer,71,pos,"{'language': 'en', 'score': 0.9999976428516167}",en,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.2263}",-0.2263,neg
4030,2020-10-07,Recommended. Very complete course for introductory information,5,completer,62,pos,"{'language': 'en', 'score': 0.9999960784558294}",en,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2023}",0.2023,pos
4031,2020-10-07,good,5,completer,4,pos,"{'language': 'so', 'score': 0.9999976580466994}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
4032,2020-10-07,"The total journey of the course was absolutely amazing. I enjoyed and learn all the lecture so interestingly. You are amazing Charles Russell Severance, Sir ",5,completer,157,pos,"{'language': 'en', 'score': 0.9999967147210834}",en,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.9456}",0.9456,pos
4033,2020-10-07,It is nice to learn this python course,4,completer,38,pos,"{'language': 'en', 'score': 0.9999959210205365}",en,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",0.4215,pos
4034,2020-10-07,very gud,5,completer,8,pos,"{'language': 'af', 'score': 0.7142819949095135}",af,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
4035,2020-10-07,Excellent course. I'm very grateful.,5,completer,36,pos,"{'language': 'fr', 'score': 0.7142832145154449}",fr,"{'neg': 0.0, 'neu': 0.3, 'pos': 0.7, 'compound': 0.7902}",0.7902,pos
4036,2020-10-07,NICE,5,completer,4,pos,"{'language': 'vi', 'score': 0.9999982001638603}",vi,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
4037,2020-10-07,good narration sir,5,completer,18,pos,"{'language': 'en', 'score': 0.9999953478548055}",en,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
4038,2020-10-07,bjj,5,completer,3,pos,"{'language': 'hr', 'score': 0.9999938948111873}",hr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
4039,2020-10-07,This is great cours for people who want to know basic python language.,5,completer,70,pos,"{'language': 'en', 'score': 0.9999983934505833}",en,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.6597}",0.6597,pos
4040,2020-10-07,very fun way to learn python programming ,5,completer,41,pos,"{'language': 'en', 'score': 0.9999958268146897}",en,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5563}",0.5563,pos
4041,2020-10-07,This class makes it very easy to understand the basics of programming and is a great start into Python.,5,completer,103,pos,"{'language': 'en', 'score': 0.9999968355731295}",en,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.807}",0.807,pos
4042,2020-10-07,Excellent classes which provides a foundation to anybody without programming background,5,completer,87,pos,"{'language': 'en', 'score': 0.9999972133145939}",en,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.5719}",0.5719,pos
4043,2020-10-07,"Easy, Comfortable, Flexible and Interesting. Happy learning :)",5,completer,62,pos,"{'language': 'en', 'score': 0.9999940693624642}",en,"{'neg': 0.0, 'neu': 0.103, 'pos': 0.897, 'compound': 0.9477}",0.9477,pos
4044,2020-10-07,Thanks Dr. Chuck for explaining with so ease,5,completer,44,pos,"{'language': 'en', 'score': 0.9999978503774721}",en,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.7304}",0.7304,pos
4045,2020-10-07,This is the best Python course I have ever taken. Very well explained. looking forward to complete the three(03) courses left in this specialization.,5,completer,149,pos,"{'language': 'en', 'score': 0.9999981347054474}",en,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.7645}",0.7645,pos
4046,2020-10-07,Very good course. The professor is very clear and explains the concepts in a simple and complete way. I think it would be ok to add some extra examples or assignments about loops.,5,completer,179,pos,"{'language': 'en', 'score': 0.9999974781541339}",en,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.8067}",0.8067,pos
4047,2020-10-07,Perfect!!,5,completer,9,pos,"{'language': 'en', 'score': 0.9999953398240167}",en,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6467}",0.6467,pos
4048,2020-10-07,It was very wonderful course.,5,completer,29,pos,"{'language': 'en', 'score': 0.9999966314761254}",en,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.6115}",0.6115,pos
4049,2020-10-07,Amazing Tutor!,5,completer,14,pos,"{'language': 'en', 'score': 0.7142837583803991}",en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6239}",0.6239,pos
4050,2020-10-07,The instructor is aweeeesome! His personal style of communication made learning fun. The do-or-die assignments added rigor to the learning.,5,completer,139,pos,"{'language': 'en', 'score': 0.9999973146050879}",en,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.5562}",0.5562,pos
4051,2020-10-07,Great course to have starting with python programming.,5,completer,54,pos,"{'language': 'en', 'score': 0.9999968184184453}",en,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249,pos
4052,2020-10-07,nice,5,completer,4,pos,"{'language': 'pl', 'score': 0.9999948250474434}",pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
4053,2020-10-07,Very interactive and knowledgeable course. It is indeed a programming for everybody,5,completer,83,pos,"{'language': 'en', 'score': 0.9999968325488784}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
4054,2020-10-07,Very Good,5,completer,9,pos,"{'language': 'af', 'score': 0.5714276590825532}",af,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
4055,2020-10-07,Very well explained and enjoyable course,5,completer,40,pos,"{'language': 'en', 'score': 0.8571414122420317}",en,"{'neg': 0.0, 'neu': 0.43, 'pos': 0.57, 'compound': 0.6478}",0.6478,pos
4056,2020-10-07,Was a perfect course for beginner give a try I used the course to learn basics ,5,completer,79,pos,"{'language': 'en', 'score': 0.9999956714031446}",en,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5719}",0.5719,pos
4057,2020-10-07,"Excellent teacher, perfect for beginners ",5,completer,41,pos,"{'language': 'en', 'score': 0.9999953506006245}",en,"{'neg': 0.0, 'neu': 0.288, 'pos': 0.712, 'compound': 0.8126}",0.8126,pos
4058,2020-10-07,"A great introduction to Python and it's ways! Professor Severance is very engaging, knowledgeable and entertaining! I took this course to ease my way into learning some IT for my job applications. ",5,completer,197,pos,"{'language': 'en', 'score': 0.9999960819450635}",en,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.9149}",0.9149,pos
4059,2020-10-07,It is a good course for beginners.,5,completer,34,pos,"{'language': 'en', 'score': 0.9999963194430233}",en,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,pos
4060,2020-10-07,This course has made me inculcated with the basics of Python. Through this review I would to thank Mr. Severance for his impeccable guidance. ,5,completer,142,pos,"{'language': 'en', 'score': 0.9999965249375464}",en,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}",0.3612,pos
4061,2020-10-07,very useful ,5,completer,12,pos,"{'language': 'en', 'score': 0.999996287767586}",en,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
4062,2020-10-07,Awesome introduction,5,completer,20,pos,"{'language': 'en', 'score': 0.9999952271254255}",en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
4063,2020-10-06,very interesting and well structured,5,completer,36,pos,"{'language': 'en', 'score': 0.9999958564216798}",en,"{'neg': 0.0, 'neu': 0.359, 'pos': 0.641, 'compound': 0.6549}",0.6549,pos
4064,2020-10-06,Good,5,completer,4,pos,"{'language': 'so', 'score': 0.9999946105201019}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
4065,2020-10-06,This coure is 100% suitable for beginners,4,completer,41,pos,"{'language': 'en', 'score': 0.9999969363668535}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
4066,2020-10-06,Love it! Even though it isn't my first python course i've learned a lot on the deeper level.,5,completer,92,pos,"{'language': 'en', 'score': 0.9999949619959003}",en,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.6696}",0.6696,pos
4067,2020-10-06,Really good for beginners in the programming,5,completer,44,pos,"{'language': 'en', 'score': 0.9999983574936133}",en,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}",0.4927,pos
4068,2020-10-06,Really good introduction to python! This program broke is a great way to get started coding.,5,completer,92,pos,"{'language': 'en', 'score': 0.9999977005651071}",en,"{'neg': 0.125, 'neu': 0.536, 'pos': 0.339, 'compound': 0.6989}",0.6989,pos
4069,2020-10-06,The best course for beginners who want to learn Python. Professor explains everything in detail and makes learning easy and fun!,5,completer,128,pos,"{'language': 'en', 'score': 0.9999969649947783}",en,"{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.8999}",0.8999,pos
4070,2020-10-06,"Loved it! Really fun and educational. I learnt a lot and the instructor is great,",5,completer,81,pos,"{'language': 'en', 'score': 0.9999968654438274}",en,"{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.9167}",0.9167,pos
4071,2020-10-06,Awesome course. It's perfect to begin with programming in Python ;),5,completer,67,pos,"{'language': 'en', 'score': 0.9999982433227032}",en,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.8658}",0.8658,pos
4072,2020-10-06,"The professor is so cute! He teaches well too! Personally, I think the textbook from the course is useful since there is some exercise you can practice yourself.  ",5,completer,163,pos,"{'language': 'en', 'score': 0.9999975720129682}",en,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.8573}",0.8573,pos
4073,2020-10-06,"Thank you so much ""Dr.Chuck"" for explaining the things in such a simple way with clear examples. Happy to learn this.",5,completer,117,pos,"{'language': 'en', 'score': 0.9999984040053793}",en,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.8316}",0.8316,pos
4074,2020-10-06,"Excellent. Because, I learned so many things from this course",5,completer,61,pos,"{'language': 'en', 'score': 0.9999962521747808}",en,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}",0.5719,pos
4075,2020-10-06,Great course!!Thank you Chuck,5,completer,29,pos,"{'language': 'en', 'score': 0.9999963594463763}",en,"{'neg': 0.0, 'neu': 0.39, 'pos': 0.61, 'compound': 0.6892}",0.6892,pos
4076,2020-10-06,"This was an awesome experience for me. I must say, Prof. Chuk is a great tutor.",5,completer,79,pos,"{'language': 'en', 'score': 0.9999961450472783}",en,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.8481}",0.8481,pos
4077,2020-10-06,"This really is ""Python for everybody"". They start from scratch and gradually go up. Would recommend 10/10",5,completer,105,pos,"{'language': 'en', 'score': 0.9999969371691406}",en,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",0.3612,pos
4078,2020-10-06,I've learned the beginning of the programming  by python so quick thanks to Mr. Chuck. I recommend this course to everyone who wants to learn about pyhton programming.,5,completer,167,pos,"{'language': 'en', 'score': 0.9999965784054392}",en,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.6887}",0.6887,pos
4079,2020-10-06,This course is so good. I can easily understand the basic of Python programming and function.,5,completer,93,pos,"{'language': 'en', 'score': 0.9999974837076678}",en,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.751}",0.751,pos
4080,2020-10-06,it was good and fun to learn.,5,completer,29,pos,"{'language': 'en', 'score': 0.9999954244668058}",en,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.7351}",0.7351,pos
4081,2020-10-06,It's simply amazing. This is literally all you need to know Python!,5,completer,67,pos,"{'language': 'en', 'score': 0.9999984601218694}",en,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.6239}",0.6239,pos
4082,2020-10-06,"Thank you for your time, this was very smooth.",5,completer,46,pos,"{'language': 'en', 'score': 0.9999977392176213}",en,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.3612,pos
4083,2020-10-06,Perfect Balance between Challenging and Understandable,4,completer,54,pos,"{'language': 'en', 'score': 0.9999959852122007}",en,"{'neg': 0.0, 'neu': 0.43, 'pos': 0.57, 'compound': 0.6486}",0.6486,pos
4084,2020-10-06,Very informative course.,5,completer,24,pos,"{'language': 'en', 'score': 0.9999969775209997}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
4085,2020-10-06,Very good course to introduce to Python and progamming in general. Great teacher and funny ,5,completer,91,pos,"{'language': 'en', 'score': 0.9999969076492143}",en,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.8805}",0.8805,pos
4086,2020-10-06,This course was really helpful for my. I really started to programing at the biginning of this course. And now I consider that a I can programing basics loops. I will continue with the next courses. ,5,completer,199,pos,"{'language': 'en', 'score': 0.9999964429245376}",en,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.4754}",0.4754,pos
4087,2020-10-06,professional and quality courses that gives better guidance maintaining high standards... ,5,completer,90,pos,"{'language': 'en', 'score': 0.9999973817067699}",en,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,pos
4088,2020-10-06,very useful really good teacher very clear explained,5,completer,52,pos,"{'language': 'en', 'score': 0.9999969537374918}",en,"{'neg': 0.0, 'neu': 0.344, 'pos': 0.656, 'compound': 0.8605}",0.8605,pos
4089,2020-10-06,A very good introduction to programming. ,5,completer,41,pos,"{'language': 'en', 'score': 0.9999969194932856}",en,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",0.4927,pos
4090,2020-10-06,"It is really fun, and you learn a lot",5,completer,37,pos,"{'language': 'en', 'score': 0.9999980943680262}",en,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.5563}",0.5563,pos
4091,2020-10-06,happy to be part of this course,5,completer,31,pos,"{'language': 'en', 'score': 0.9999964438088188}",en,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,pos
4092,2020-10-06,Was really good but can give more examples on loops and iteration felt difficult,5,completer,80,pos,"{'language': 'en', 'score': 0.9999965977083038}",en,"{'neg': 0.187, 'neu': 0.692, 'pos': 0.121, 'compound': -0.2854}",-0.2854,neg
4093,2020-10-06,good one,5,completer,8,pos,"{'language': 'cy', 'score': 0.9999945195545138}",cy,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
4094,2020-10-06,best ,5,completer,5,pos,"{'language': 'de', 'score': 0.9999932995126976}",de,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",0.6369,pos
4095,2020-10-06,It was a good experience overall.,4,completer,33,pos,"{'language': 'en', 'score': 0.9999967239657285}",en,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,pos
4096,2020-10-06,"I truly enjoyed the presenter, the text book, exercises and layout of the module. I started completely clueless. I still struggle with typebacks, but I am now able to start problem solving. Truly valuable course!",5,completer,212,pos,"{'language': 'en', 'score': 0.9999977894778709}",en,"{'neg': 0.158, 'neu': 0.503, 'pos': 0.339, 'compound': 0.8505}",0.8505,pos
4097,2020-10-06,Very Good,4,completer,9,pos,"{'language': 'en', 'score': 0.7142822017485929}",en,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
4098,2020-10-06,good,5,completer,4,pos,"{'language': 'so', 'score': 0.9999986180787915}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
4099,2020-10-06,it's a very nice and engaging course.,5,completer,37,pos,"{'language': 'en', 'score': 0.9999962345523157}",en,"{'neg': 0.0, 'neu': 0.41, 'pos': 0.59, 'compound': 0.6962}",0.6962,pos
4100,2020-10-06,"Highly recommended. If you're starting out on Python, or programming, take this course!",5,completer,87,pos,"{'language': 'en', 'score': 0.9999960907659481}",en,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.3367}",0.3367,pos
4101,2020-10-06,superb i need some more courses,5,completer,31,pos,"{'language': 'en', 'score': 0.42857050409553465}",en,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,pos
4102,2020-10-06,it was an awsome experience to learn python so easily and so nicelyy.....,5,completer,73,pos,"{'language': 'en', 'score': 0.9999981451245583}",en,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.4795}",0.4795,pos
4103,2020-10-06,Awesome Teacher,5,completer,15,pos,"{'language': 'en', 'score': 0.5714300065877164}",en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
4104,2020-10-06,nice,5,completer,4,pos,"{'language': 'pl', 'score': 0.9999970212392286}",pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
4105,2020-10-05,I really loved this course,5,completer,26,pos,"{'language': 'en', 'score': 0.9999974266207489}",en,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6361}",0.6361,pos
4106,2020-10-05,Incredibly well built course!,5,completer,29,pos,"{'language': 'en', 'score': 0.9999950416153347}",en,"{'neg': 0.0, 'neu': 0.528, 'pos': 0.472, 'compound': 0.3989}",0.3989,pos
4107,2020-10-05,nice course to begin with,5,completer,25,pos,"{'language': 'en', 'score': 0.999997439303262}",en,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,pos
4108,2020-10-05,Amazing for someone who lacks the knowledge of any programming knowledge. Thank you!,5,completer,84,pos,"{'language': 'en', 'score': 0.9999980251890903}",en,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.7644}",0.7644,pos
4109,2020-10-05,Good ,5,completer,5,pos,"{'language': 'so', 'score': 0.8571419513276647}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
4110,2020-10-05,great learning opportunity,5,completer,26,pos,"{'language': 'en', 'score': 0.9999969022206537}",en,"{'neg': 0.0, 'neu': 0.127, 'pos': 0.873, 'compound': 0.7845}",0.7845,pos
4111,2020-10-05,great experience in this course,5,completer,31,pos,"{'language': 'en', 'score': 0.999994272347079}",en,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,pos
4112,2020-10-05,Good..nice.,5,completer,11,pos,"{'language': 'pl', 'score': 0.7098785134773706}",pl,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
4113,2020-10-05,Nice course ...!!!,5,completer,18,pos,"{'language': 'fr', 'score': 0.9999947855431988}",fr,"{'neg': 0.0, 'neu': 0.352, 'pos': 0.648, 'compound': 0.5684}",0.5684,pos
